"ko","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","description"
"ko:K19226",12481.79,2601.5,4568,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6312.5,193,264,3416.5,2887.5,3654.8075,"cationic peptide transport system substrate-binding protein"
"ko:K07268",12481.79,2601.5,4568.5,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.7825,"opacity associated protein"
"ko:K19000",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1570.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.7075,"Rho-binding antiterminator"
"ko:K08306",12481.79,2601.5,4583.86,8360.17,1811.29,3611,4149,0,542.86,5271.5,5103.26,1514.46,83.07,2742,7083.43,6311.5,266,266,3420.25,2887.5,3654.522,"membrane-bound lytic murein transglycosylase C [EC:4.2.2.-]"
"ko:K02853",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.4575,"enterobacterial common antigen polymerase [EC:2.4.1.-]"
"ko:K06080",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.4575,"RcsF protein"
"ko:K06144",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.4575,"universal stress protein B"
"ko:K07269",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.4575,"uncharacterized protein"
"ko:K07676",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.4575,"two-component system, NarL family, sensor histidine kinase RcsD [EC:2.7.13.3]"
"ko:K08308",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.4575,"membrane-bound lytic murein transglycosylase E [EC:4.2.2.-]"
"ko:K09907",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.4575,"uncharacterized protein"
"ko:K09910",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.4575,"uncharacterized protein"
"ko:K11926",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.4575,"sigma factor-binding protein Crl"
"ko:K13301",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.4575,"secretion monitor"
"ko:K16693",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.4575,"enterobacterial common antigen flippase"
"ko:K19162",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3654.4575,"hha toxicity modulator TomB"
"ko:K06073",12481.79,2601.5,4562,8356.5,1811.29,3562,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3652.0075,"vitamin B12 transport system permease protein"
"ko:K06074",12481.79,2601.5,4562,8356.5,1811.29,3562,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3652.0075,"vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]"
"ko:K09161",12481.79,2601.5,4562,8356.5,1811.29,3562,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3652.0075,"uncharacterized protein"
"ko:K11911",12481.79,2601.5,4569.14,8356.5,1811.29,3562,4149,0,534.86,5253.5,5101.79,1460.64,87.21,2938.29,7056.43,6311.5,193,264,3416.5,2887.5,3651.822,"type VI secretion system protein VasL"
"ko:K02425",12481.79,2601.5,4562,8356.5,1811.29,3611,4085,0,534.86,5253.5,5100.36,1565.78,90.64,2818,7056.43,6311.5,193,264,3416.5,2887.5,3650.0575,"regulator of sigma S factor FliZ"
"ko:K11191",12481.79,2601.5,4562,8356.5,1811.29,3476.5,4149,0,534.86,5253.5,5100.36,1656.07,95.64,2838.29,7046.43,6323.5,193,214,3416.5,2887.5,3649.9115,"not_found"
"ko:K11192",12481.79,2601.5,4562,8356.5,1811.29,3476.5,4149,0,534.86,5253.5,5100.36,1656.07,95.64,2838.29,7046.43,6323.5,193,214,3416.5,2887.5,3649.9115,"N-acetylmuramic acid PTS system EIICB component [EC:2.7.1.192]"
"ko:K05811",12441.5,2601.5,4562,8356.5,1811.29,3562,4149,0,524.72,5253.5,5100.36,1556.92,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3649.043,"putative lipoprotein"
"ko:K09904",12481.79,2601.5,4562,8356.5,1811.29,3483,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3648.0575,"uncharacterized protein"
"ko:K09901",12481.79,2601.5,4554.86,8356.5,1811.29,3611,4149,0,534.86,5253.5,5098.93,1514.46,83.07,2742,7056.43,6311.5,193,264,3420.25,2887.5,3646.272,"uncharacterized protein"
"ko:K18306",12441.5,2601.5,1060.86,8356.5,1706.29,3119.5,4080,0,524.72,5574.5,5090.5,1324.93,47.5,2706.29,7615.33,6019.83,3915,354.33,3495.5,2887.5,3646.104,"membrane fusion protein, multidrug efflux system"
"ko:K07136",12481.79,2601.5,4562,8356.5,1811.29,3434,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3645.6075,"uncharacterized protein"
"ko:K12582",12481.79,2601.5,4554.86,8356.5,1811.29,3611,4149,0,534.86,5253.5,5098.93,1493.21,83.07,2742,7056.43,6311.5,193,264,3416.5,2887.5,3645.022,"dTDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase [EC:2.4.1.325]"
"ko:K08352",12441.5,2601.5,4583.86,8360.17,2041.72,3487.5,4050,0,524.72,5253.5,5100.83,1397.85,34.5,2721.71,7070,6311.5,263,316,3449.5,2887.5,3644.843,"thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5]"
"ko:K11933",12441.5,2601.5,4562,8356.5,1811.29,3434,4149,149,524.72,5253.5,5100.36,1422.92,79.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3642.843,"NADH oxidoreductase Hcr [EC:1.-.-.-]"
"ko:K03314",12441.5,2601.5,4562,8356.5,1811.29,3434,4149,0,524.72,5253.5,5100.36,1556.92,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3642.643,"Na+:H+ antiporter, NhaB family"
"ko:K22041",12481.79,2601.5,4631.69,8356.5,1811.29,3501.5,4149,0,551.86,5253.5,5098.93,1459.71,77.07,2772,7067.43,6311.5,193,214,3416.5,2887.5,3641.8135,"TetR/AcrR family transcriptional regulator, copper-responsive repressor"
"ko:K18148",12441.5,2601.5,4554.86,8356.5,2094.29,3409.5,4060.75,0,533.22,5253.5,5101.93,1198.64,103.07,2714.29,7065.43,6312,193,264,3416.5,3148.75,3641.1615,"release factor H-coupled RctB family protein"
"ko:K01146",12481.79,2601.5,4554.86,8356.5,1811.29,3611,4149,0,534.86,5253.5,5098.93,1412.21,83.07,2742,7056.43,6311.5,193,264,3416.5,2887.5,3640.972,"protein Xni"
"ko:K22025",12441.5,2601.5,949.69,8356.5,1706.29,2992.7,4050,1022,524.72,5253.5,5090.5,1210.14,34.5,2710,7404.6,6017.5,3823,280,3415.5,2887.5,3638.582,"D-erythronate 2-dehydrogenase [EC:1.1.1.410]"
"ko:K03788",12441.5,2601.5,4562,8356.5,1811.29,3475.5,4149,0,524.72,5253.5,5100.36,1422.92,73.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3637.168,"acid phosphatase (class B) [EC:3.1.3.2]"
"ko:K08162",12441.5,2601.5,4554.86,8356.5,1811.29,3562,4149,0,532.72,5271.5,5109.93,1371.6,72.07,2742,7067.43,6311.5,193,264.11,3420.25,2887.5,3636.013,"MFS transporter, DHA1 family, multidrug resistance protein"
"ko:K07490",12441.5,2601.5,4562,8356.5,1811.29,3434,4149,0,524.72,5253.5,5100.36,1422.92,79.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3635.393,"ferrous iron transport protein C"
"ko:K00428",142,463.33,1215.6,108.9,513.9,6553.4,4512,2906,975.25,935,2458.43,3990.42,1911.57,76.71,1737.04,7515.66,30293.7,1400.16,4815,171,3634.7535,"cytochrome c peroxidase [EC:1.11.1.5]"
"ko:K03796",12441.5,2601.5,4562,8356.5,1811.29,3426.5,4149,0,524.72,5253.5,5100.36,1422.92,73.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3634.718,"Bax protein"
"ko:K07685",12481.79,2601.5,4554.86,8356.5,1811.29,3545,4085,0,534.86,5253.5,5098.93,1412.21,83.07,2718,7054.43,6311.5,193,264,3416.5,2887.5,3633.172,"two-component system, NarL family, nitrate/nitrite response regulator NarP"
"ko:K03485",12441.5,2601.5,4562,8356.5,1811.29,3405,4149,0,532.72,5271.5,5103.36,1422.92,79.64,2842,7057.43,6311.5,193,214,3416.5,2887.5,3632.943,"LacI family transcriptional regulator, trehalose operon repressor"
"ko:K06282",12628.5,2946.83,3848.32,9341.67,1899.5,3421.5,4050,0,792.86,5398.32,5355.69,1461.35,136.64,106.49,7199.08,6504,425.2,720.6,3498.2,2887.5,3631.1125,"hydrogenase small subunit [EC:1.12.99.6]"
"ko:K06012",1106.23,179.61,1739.59,5140.2,8591.82,453,0,0,6304.76,865.42,4411.55,1778.68,2023.32,283.66,2842.28,1512.62,2795.78,28221.87,4331.41,23.6,3630.27,"spore protease [EC:3.4.24.78]"
"ko:K02839",12441.5,2601.5,4556.66,8356.5,1811.29,3420.5,4060.75,10,534.02,5253.5,5106.93,1200.04,66.07,2714.29,7083.43,6312,193,264,3416.5,3148.75,3627.5615,"peptide chain release factor"
"ko:K16927",218.16,1763.4,341.54,0,8466.6,29362.8,209,80.4,2337.8,816.97,1132.2,8530.03,8078.93,0,1493.46,181.57,2234.67,631.55,1929.2,4741,3627.464,"energy-coupling factor transport system substrate-specific component"
"ko:K15835",12441.5,2601.5,4562,8356.5,1706.29,3409.5,4085,0,524.72,5253.5,5091.93,1453.5,42.07,2814.29,7053,6311.5,193,264,3415.5,2887.5,3623.34,"RpiR family transcriptional regulator, murPQ operon repressor"
"ko:K17850",12441.5,2601.5,4587.6,8357.9,1706.29,3554.5,4050,0,524.72,5253.5,5091.93,1269.5,42.07,2823.29,7105,6311.5,202.2,214,3415.5,2887.5,3622,"LysR family transcriptional regulator, regulator of gene expression of beta-lactamase"
"ko:K09914",12481.79,2615.83,1039.5,8380.5,1880.96,3821,4149,0,534.86,5253.5,5130.36,2692.78,90.64,2843,7393.43,5858.5,1699,257,3416.5,2887.5,3621.2825,"putative lipoprotein"
"ko:K06281",12628.5,2946.83,3811.32,9274.34,1908.93,3421.5,4050,0,706.86,5398.32,5357.02,1461.35,136.64,85.49,7136.08,6504,476.2,722.6,3499.2,2887.5,3620.634,"hydrogenase large subunit [EC:1.12.99.6]"
"ko:K19047",12481.79,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,534.86,5253.5,5090.5,1423.79,65.5,2714.29,7053,6311.5,193,264,3415.5,2887.5,3618.369,"TetR/AcrR family transcriptional regulator, repressor of tetCD"
"ko:K21265",12441.5,2601.5,4562,8356.5,1706.29,3348.5,4149,0,524.72,5253.5,5091.93,1372.5,42.07,2838.29,7045,6311.5,193,214,3415.5,2887.5,3617.74,"glutathione S-transferase fosA5 [EC:2.5.1.18]"
"ko:K08357",12441.5,2601.5,4566.46,8357.9,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1235.64,34.5,2718,7165.33,6327.83,234.2,288.33,3415.5,2887.5,3615.435,"tetrathionate reductase subunit A"
"ko:K21908",12441.5,2601.5,4554.86,8356.5,1811.29,3409.5,4114,0,524.72,5253.5,5098.93,1198.64,66.07,2738.29,7054.43,6311.5,193,264,3416.5,2887.5,3614.8115,"membrane protein HdeD"
"ko:K21253",12441.5,2601.5,4562,8356.5,1706.29,3348.5,4114,0,524.72,5253.5,5091.93,1345.5,42.07,2838.29,7045,6311.5,193,214,3415.5,2887.5,3614.64,"glutathione S-transferase fosA [EC:2.5.1.18]"
"ko:K21264",12441.5,2601.5,4562,8356.5,1706.29,3348.5,4114,0,524.72,5253.5,5091.93,1345.5,42.07,2838.29,7045,6311.5,193,214,3415.5,2887.5,3614.64,"glutathione S-transferase fosA2 [EC:2.5.1.18]"
"ko:K17237",0,1747.4,153.33,0,12.6,28607.8,209,185.4,1905.8,816.97,986.2,12723.51,5537.8,0,3445.37,73.56,2096.29,256.14,1400.37,12133,3614.527,"inositol-phosphate transport system substrate-binding protein"
"ko:K01160",12441.5,2601.5,1762.86,8356.5,1972.58,3087.5,4050,0,1049.44,5253.5,5100.36,1382.64,123.64,5512.58,7054.43,5858.5,193,182,3416.5,2887.5,3614.3265,"crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]"
"ko:K00499",12441.5,2601.5,947.46,8357.9,1706.29,2987.5,4103,149,524.72,5566.5,5090.5,1196.93,34.5,2706.29,7410.33,6005.83,3836.2,304.33,3415.5,2887.5,3613.664,"choline monooxygenase [EC:1.14.15.7]"
"ko:K19971",92.38,1907.28,258.54,47,182.1,15269.8,209,219.4,3621.13,972.13,1016.93,12857.38,5085.12,31.5,4213.49,1600.66,4015.91,925.9,7520.29,12221,3613.347,"manganese/zinc transport system substrate-binding protein"
"ko:K12141",12547.5,2921.5,3815,8431.17,3875.1,3419.5,4050,149,130,5281.5,5134.58,1550.8,175.5,29,7165.1,6490.83,316.2,402.6,3484.7,2887.5,3612.854,"hydrogenase-4 component F [EC:1.-.-.-]"
"ko:K13040",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1267.64,70.5,2718,7097,6325.5,193,264,3415.5,2887.5,3611.3755,"two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]"
"ko:K19778",12441.5,2601.5,4554.86,8356.5,1811.29,3331.5,4050,0,524.72,5253.5,5098.93,1323.35,66.07,2718,7044.43,6311.5,193,214,3416.5,2887.5,3609.9325,"acid stress chaperone HdeB"
"ko:K07084",206.38,642.88,2208.31,287.4,2002,449,84,308,4717.95,468,3430.4,2775.17,841.26,253.5,2559.94,6362.32,28889.57,4204.06,11359,145,3609.707,"putative amino acid transporter"
"ko:K16692",12525.79,2601.5,1101.97,8372,1811.29,3333.5,4217,745,561.11,5279.5,5107.79,3076.1,235.21,2964,7286.18,5858.5,572.5,146.5,3500.25,2887.5,3609.1595,"tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]"
"ko:K03226",12441.5,2601.5,4554.86,8356.5,1715.72,3417,4050,0,524.72,5253.5,5090.5,1235.64,40.5,2718,7062,6311.5,205,264,3416.5,2887.5,3607.322,"type III secretion protein R"
"ko:K03228",12441.5,2601.5,4554.86,8356.5,1715.72,3417,4050,0,524.72,5253.5,5090.5,1235.64,40.5,2718,7062,6311.5,205,264,3416.5,2887.5,3607.322,"type III secretion protein T"
"ko:K03229",12441.5,2601.5,4554.86,8356.5,1715.72,3417,4050,0,524.72,5253.5,5090.5,1235.64,40.5,2718,7062,6311.5,205,264,3416.5,2887.5,3607.322,"type III secretion protein U"
"ko:K03230",12441.5,2601.5,4554.86,8356.5,1715.72,3417,4050,0,524.72,5253.5,5090.5,1235.64,40.5,2718,7062,6311.5,205,264,3416.5,2887.5,3607.322,"type III secretion protein V"
"ko:K22506",12441.5,2601.5,4554.86,8356.5,1706.29,3417,4050,0,524.72,5253.5,5090.5,1235.64,40.5,2718,7053,6311.5,193,264,3415.5,2887.5,3605.7505,"type III secretion system ATPase [EC:7.4.2.8]"
"ko:K21307",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1243.14,34.5,2718,7053,6311.5,193,264,3415.5,2887.5,3605.4505,"sulfite dehydrogenase (quinone) subunit SoeA [EC:1.8.5.6]"
"ko:K02385",808.54,22.61,759.38,5154.2,29,689,0,0,4818.76,503.42,3449.55,6273.61,380,206.66,5330.32,1405.55,2914.71,26363.23,5605.85,7392.6,3605.3495,"flagellar protein FlbD"
"ko:K01305",1020.83,17.33,541.82,5067.5,3303.5,13982,0,26,4563.86,419.99,3530.43,2237.58,1537.53,174.07,2750.59,1197.5,3436.87,25944.94,2352.93,0,3605.2635,"beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]"
"ko:K13287",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1235.64,34.5,2718,7053,6311.5,193,264,3415.5,2887.5,3605.0755,"invasin D"
"ko:K15368",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1235.64,34.5,2718,7053,6311.5,193,264,3415.5,2887.5,3605.0755,"secretion system chaperone SscA"
"ko:K22504",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1235.64,34.5,2718,7053,6311.5,193,264,3415.5,2887.5,3605.0755,"type III secretion system outer membrane ring protein"
"ko:K22505",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1235.64,34.5,2718,7053,6311.5,193,264,3415.5,2887.5,3605.0755,"type III secretion system inner membrane ring protein"
"ko:K22507",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1235.64,34.5,2718,7053,6311.5,193,264,3415.5,2887.5,3605.0755,"type III secretion system export apparatus protein"
"ko:K22508",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1235.64,34.5,2718,7053,6311.5,193,264,3415.5,2887.5,3605.0755,"type III secretion system export apparatus protein"
"ko:K22509",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1235.64,34.5,2718,7053,6311.5,193,264,3415.5,2887.5,3605.0755,"type III secretion system export apparatus protein"
"ko:K22510",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1235.64,34.5,2718,7053,6311.5,193,264,3415.5,2887.5,3605.0755,"type III secretion system export apparatus switch protein"
"ko:K22511",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1235.64,34.5,2718,7053,6311.5,193,264,3415.5,2887.5,3605.0755,"type III secretion system protein"
"ko:K22512",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1235.64,34.5,2718,7053,6311.5,193,264,3415.5,2887.5,3605.0755,"type III secretion system chaperone"
"ko:K07797",12441.5,2601.5,4554.86,8356.5,1811.29,3331.5,4050,0,524.72,5253.5,5098.93,1198.64,66.07,2714.29,7044.43,6311.5,193,214,3416.5,2887.5,3603.5115,"multidrug resistance protein K"
"ko:K20968",12441.5,2601.5,4554.86,8356.5,1706.29,3409.5,4050,0,524.72,5253.5,5090.5,1191.93,34.5,2714.29,7053,6311.5,193,264,3415.5,2887.5,3602.7045,"AraC family transcriptional regulator, exoenzyme S synthesis regulatory protein ExsA"
"ko:K05822",1072.63,2200.8,1282.03,937.2,9226.1,15030.8,132,236.4,4253.56,1061.39,2292.15,7193.47,12977.1,137.16,1306.85,337.37,577.52,2584.95,4405.78,4764.6,3600.493,"tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]"
"ko:K03219",12441.5,2601.5,4560.86,8356.5,1715.72,3339,4050,0,524.72,5253.5,5090.5,1191.93,40.5,2714.29,7052,6312.5,205,214,3416.5,2887.5,3598.401,"type III secretion protein C"
"ko:K03278",12441.5,2601.5,1755.72,8356.5,1972.58,3115.5,4050,0,1049.44,5253.5,5098.93,1219.78,66.07,5416.29,7044.43,5858.5,193,132,3416.5,2887.5,3596.462,"UDP-D-galactose:(glucosyl)LPS alpha-1,3-D-galactosyltransferase [EC:2.4.1.44]"
"ko:K18130",12441.5,2601.5,4554.86,8356.5,1706.29,3331.5,4050,0,524.72,5253.5,5090.5,1191.93,34.5,2714.29,7043,6311.5,193,214,3415.5,2887.5,3595.8045,"TetR/AcrR family transcriptional regulator, transcriptional repressor NalC"
"ko:K01880",1344.37,533.94,1177.21,1245.7,13219.32,2118,982,128,19654.89,882.75,907.24,4208.01,4001.11,147.33,2474.98,2226.35,4763.19,1719.07,9868.53,258.6,3593.0295,"glycyl-tRNA synthetase [EC:6.1.1.14]"
"ko:K06995",12441.5,2601.5,1040.19,8453.5,1706.29,3158.5,4114,149,524.72,5253.5,5107.5,3575.93,34.5,2730.29,7378,6080.5,994.01,171,3415.5,2887.5,3590.8715,"uncharacterized protein"
"ko:K14053",12441.5,2601.5,1762.86,8356.5,1867.58,3004.5,4050,0,1049.44,5253.5,5091.93,1241.93,42.07,5512.58,7045,5858.5,193,132,3415.5,2887.5,3590.3695,"outer membrane protein G"
"ko:K03276",12441.5,2601.5,1755.72,8356.5,1972.58,2987.5,4050,0,1049.44,5253.5,5098.93,1219.78,66.07,5416.29,7044.43,5858.5,193,132,3416.5,2887.5,3590.062,"UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase [EC:2.4.1.-]"
"ko:K13542",1262.65,1686.06,2483.77,1147.37,10412.92,1250.2,4447,1099,3019.56,891.42,3670.09,2584.7,4890.59,261.83,994.38,7972.87,14639.24,3673.75,5187.45,194.6,3588.4725,"uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]"
"ko:K11041",1058.2,198,1593.33,4149.5,294.75,14458,0,26,5455.5,425.17,4038.15,1223.61,3176.91,205,2784.79,1139.62,2354.29,27851.14,1287.46,23,3587.121,"exfoliative toxin A/B"
"ko:K05364",1253.99,342.73,1330.76,5336.7,7077.92,12,0,0,5174.76,471.42,3916.8,1228.83,1682.84,246.83,4291.19,1776.13,5662.57,27184.2,4683.46,3.6,3583.8365,"penicillin-binding protein A"
"ko:K02781",5,1954.4,253.66,910.5,5606.6,14643.8,273,106.4,2671.3,943.14,1209.53,11537.6,8721.26,72.71,3589.49,224.5,2535.49,466.14,3718.47,12133,3578.7995,"glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198]"
"ko:K15327",48,2025.4,153.33,0,3826.1,15419,212,1085.4,2156.8,816.97,984.2,12554.95,10364.36,0,3453.97,112,2096.29,256.14,3820.37,12133,3575.914,"polyketide biosynthesis malonyl-CoA-[acyl-carrier-protein] transacylase"
"ko:K09935",13009.5,2932.5,910.69,9265.5,1950.29,3086.5,4060.75,188,1103.22,5391.5,5275.5,1254.43,86.5,2747.29,7081,6011,221,317,3415.5,3148.75,3572.821,"uncharacterized protein"
"ko:K06904",184.32,323,4238.21,117,6254,499,108,29704,600,157,2251,347.3,3536.36,107,939.29,5229.07,14237.07,1207.64,1286,83,3570.413,"uncharacterized protein"
"ko:K05770",1125.49,294.73,1342.48,1056.3,6295.32,14862,982,106,20569.56,567.76,1242.45,2539.13,4749.72,193.16,1098.9,1764.87,2091.32,3061.04,7044.43,278.6,3563.263,"translocator protein"
"ko:K02167",12481.79,2601.5,1032.69,8395.5,1706.29,3295.5,4147,149,551.86,5253.5,5120.5,2026.29,65.5,2769.29,7427,5858.5,1685,307,3415.5,2887.5,3558.8355,"TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes"
"ko:K06333",1638.49,177.73,2455.59,5140.2,7184.57,12,0,0,6282.76,870.42,4380.55,1220.47,1956.32,282.16,2804.28,1503.37,2678.9,28216.75,4322.16,23.6,3557.516,"spore coat protein JB"
"ko:K06383",1101.23,179.61,1739.59,5140.2,7273.82,453,0,0,6296.76,865.42,4411.55,1731.24,1933.43,283.66,2842.28,1501.18,2795.78,28221.87,4290.41,23.6,3554.2315,"stage II sporulation protein GA (sporulation sigma-E factor processing peptidase) [EC:3.4.23.-]"
"ko:K02618",12441.5,2601.5,1219.33,8380.5,1706.29,3071.5,4114,10,524.72,5261.5,5115.93,2146,75.07,2834.29,7521,5872.5,1453,232,3495.5,2887.5,3548.1815,"oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]"
"ko:K03481",5,265,166.99,913,9936,28441,80,100,929.33,148.67,228.13,8573.27,7445.8,41,2655.34,227.34,2539.67,458,358.03,7392,3545.1785,"RpiR family transcriptional regulator, glv operon transcriptional regulator"
"ko:K02567",14008.5,2919.83,945.08,8362.17,1823.29,3125.5,4108,0,530.72,5281.5,5115.26,1467.85,626.07,2744.67,7059.43,5862.5,257.78,134,3586.3,2887.5,3542.2975,"nitrate reductase (cytochrome) [EC:1.9.6.1]"
"ko:K03713",70,2038.4,182.1,14,273.1,15815.8,212,236.4,2069.8,910.97,1009.6,14440.7,8180.83,4,3625.66,129.07,916.07,170.75,8335.8,12133,3538.4025,"MerR family transcriptional regulator, glutamine synthetase repressor"
"ko:K19224",111.38,1767.61,685.92,221.5,344.6,17082.8,212,94.4,2563.66,857.79,1266.2,13417.97,6033.05,26.86,5010.18,273.82,5333.44,1341.01,1858.62,12136,3531.9405,"peptidoglycan DL-endopeptidase LytE [EC:3.4.-.-]"
"ko:K01812",683.75,78.54,4005.89,82,9031.38,28542.5,1145,63,16895.86,206.81,164.76,2485.47,3359.69,171.64,701.1,662.08,442.88,171.12,1575.73,167,3531.81,"glucuronate isomerase [EC:5.3.1.12]"
"ko:K12140",12441.5,2917.5,3706,8360.17,3460.43,3419.5,4050,0,0,5281.5,5097.83,1466.4,147.5,8,7060.8,6311.5,269.6,267.8,3454.1,2887.5,3530.3815,"hydrogenase-4 component E [EC:1.-.-.-]"
"ko:K02615",12441.5,2601.5,1056.97,8356.5,1706.29,3069.5,4178,0,524.72,5261.5,5093.36,3311.57,91.64,2954.29,7233,5858.5,281,132.11,3495.5,2887.5,3526.7475,"3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase [EC:2.3.1.223 2.3.1.174]"
"ko:K18307",12441.5,2601.5,1053.86,8380.5,1706.29,3119.5,4050,0,524.72,5261.5,5120.5,1324.93,47.5,2706.29,7654.33,5874.83,1786,331.33,3495.5,2887.5,3518.404,"multidrug efflux pump"
