"pathway","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","max_abundance","median_abundance","prevalence","prevalence_pct","description","description_lower","category"
"PWY-5420",177.200032721255,1117.3849744771,943.449142509814,147.411442322583,228.37979840066,520.166190824352,263.909018649259,69.84354294348,716.722565946658,356.147563145213,2617.57480109861,1844.97538879292,88.3234210911291,181.557463997233,2166.61598553236,3079.11730253855,13655.5714744423,1425.53010117134,2273.81921380457,78.9013229823474,1597.63003736959,13655.5714744423,830.085854228236,23,115,"catechol degradation II (meta-cleavage pathway)","catechol degradation ii (meta-cleavage pathway)","Degradation"
"PWY-7328",897.182823213784,1555.27020350627,1662.38491636656,567.902574431607,3683.31118828758,770.675317634014,260.897399444241,1185.08321363828,1052.61265752566,266.617437255272,1257.69615257314,6034.98957556275,277.892841006706,604.774115324207,2208.03691638808,1017.49930407418,702.341570627216,551.353595162565,5557.77653044705,2.39935863756418,1505.83488455534,6034.98957556275,1035.05598079992,23,115,"superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis","superpathway of udp-glucose-derived o-antigen building blocks biosynthesis","Biosynthesis"
"POLYAMINSYN3-PWY",73.7336213904286,85.2418387019031,699.958309444229,351.291918760034,1221.91405968747,60.5963420375138,147.265639250863,156.502313089449,2474.5423802739,526.128933048201,735.95174286691,3293.11761767352,194.301948852684,104.231784899735,1680.95423162632,714.305838247254,11661.9200960956,831.677811424499,4673.9648646749,255.759027029934,1497.16801595377,11661.9200960956,707.132073845741,23,115,"superpathway of polyamine biosynthesis II","superpathway of polyamine biosynthesis ii","Biosynthesis"
"PWY-5415",137.920152977754,903.307771929486,823.072671163033,111.362625831299,166.803450580804,382.667211633166,205.430236689958,72.6700233719435,553.1456975755,266.65055086497,2461.51183317461,1719.39056033486,120.1296418238,144.270255626201,1715.8722462902,2529.53250633903,13667.0219463213,1568.37746986435,1842.99835444641,56.6118631736428,1472.43735350062,13667.0219463213,688.109184369266,23,115,"catechol degradation I (meta-cleavage pathway)","catechol degradation i (meta-cleavage pathway)","Degradation"
"PWY66-399",368.442134603496,1894.4118530832,2500.45028528703,473.861475031922,4520.03241624052,1094.46577242113,607.524097142816,666.018272907417,135.442085459732,2816.46637748498,47.7358887053875,3098.81631847832,1033.54267205808,397.004250487328,2420.5830946431,907.616379811417,4605.82519112887,216.696055951498,618.955021929355,0,1421.19448214278,4605.82519112887,970.579525934748,22,110,"gluconeogenesis III","gluconeogenesis iii","Energy Metabolism"
"PWY-5417",171.564461974537,447.312372992932,951.761502297631,125.926362492606,117.586417738454,343.850867664958,244.989286294625,284.648731568261,488.95912292937,219.158048405055,2660.69762899869,1640.46770007513,242.600543610205,372.965896729289,979.891014343423,2510.5553845592,13442.5285867297,1163.95718900751,1406.15455248052,49.7311995806837,1393.26534352364,13442.5285867297,468.135747961151,23,115,"catechol degradation III (ortho-cleavage pathway)","catechol degradation iii (ortho-cleavage pathway)","Degradation"
"PWY-5431",171.564461974537,447.312372992932,951.761502297631,125.926362492606,117.586417738454,343.850867664958,244.989286294625,284.648731568261,488.95912292937,219.158048405055,2660.69762899869,1640.46770007513,242.600543610205,372.965896729289,979.891014343423,2510.5553845592,13442.5285867297,1163.95718900751,1406.15455248052,49.7311995806837,1393.26534352364,13442.5285867297,468.135747961151,23,115,"aromatic compounds degradation via &beta;-ketoadipate","aromatic compounds degradation via &beta;-ketoadipate","Degradation"
"PWY490-3",2389.28829467884,669.757604157452,1654.7766356389,1344.86608728214,7031.59823874538,20.9933622324573,0,14.9976057767818,3053.85824796359,381.20162984432,1506.48164931517,1497.49024268696,2244.35162593086,235.862097682266,431.224465386941,313.925804122315,1856.73760130214,2895.98580406228,233.846725337035,34.4756809189456,1390.58597015324,7031.59823874538,1367.72602871769,22,110,"nitrate reduction VI (assimilatory)","nitrate reduction vi (assimilatory)","Nitrogen Metabolism"
"PWY0-41",146.123081689219,2115.93086270426,107.530422734534,0,421.724599192112,1657.74596188009,271.823327503357,156.063869438777,2039.43498876287,1008.26608450395,1243.45693171051,4434.40702866544,1969.82136583963,43.8477680605923,3952.57056765886,41.9789428085581,337.064049989924,251.83353297615,1968.95355547049,5199.06237948519,1368.38196605373,5199.06237948519,1125.86150810723,22,110,"allantoin degradation IV (anaerobic)","allantoin degradation iv (anaerobic)","Fermentation"
"DENITRIFICATION-PWY",30.6604014104643,193.64960827868,343.072086571443,22.2129106551941,31.9563534687058,1014.38501546686,46.6240917532827,214.25822368421,656.623944032824,87.9985333073556,309.955239827875,542.601320840449,244.549392284039,0,1074.46583975889,4.62981561252704,17238.5878922503,415.861204216936,4237.75245245916,0,1335.49221629396,17238.5878922503,277.252316055957,21,105,"nitrate reduction I (denitrification)","nitrate reduction i (denitrification)","Nitrogen Metabolism"
"PWY-6748",30.6604014104643,0,343.072086571443,22.2129106551941,31.9563534687058,1012.67912178709,46.6240917532827,0,656.623944032824,87.9985333073556,309.955239827875,478.213804468822,184.401174122037,0,1074.46583975889,4.62981561252704,17238.5878922503,415.861204216936,4200.65009633491,0,1306.92962547893,17238.5878922503,247.178206974956,19,95,"nitrate reduction VII (denitrification)","nitrate reduction vii (denitrification)","Nitrogen Metabolism"
"CATECHOL-ORTHO-CLEAVAGE-PWY",136.640376756597,336.937322527296,792.272543145619,99.0464425703765,91.3793457321883,238.997888426113,179.143720816896,380.713735558408,430.488762639897,166.23416313337,2183.02722556881,1263.19807020732,220.058461115711,287.412707969016,715.200594370178,1889.01390923164,12345.577083557,1117.80388836022,1123.15031900654,37.8800773694391,1201.70883190313,12345.577083557,405.601249099153,23,115,"catechol degradation to &beta;-ketoadipate","catechol degradation to &beta;-ketoadipate","Degradation"
"PWY-5028",100.32444527777,0,624.755718814217,74.2757055074605,0,1611.77174223182,268.974392703092,455.45714297164,25.3104403339802,738.204808275075,74.7522817777195,1860.63767463787,42.196760127362,22.4195896308896,2687.06115622787,774.776812305712,13332.0783395786,1088.71716844824,0,0,1189.08570894247,13332.0783395786,362.215767837366,19,95,"L-histidine degradation II","l-histidine degradation ii","Degradation"
"PWY-5005",164.451315769591,684.124419772303,2774.90315100637,69.3176836466989,2708.7047226311,92.8730100606581,0,90.7275621287196,3314.53889105693,168.041802159549,205.996375319913,443.062298305099,333.493475048341,82.0006344947478,1531.94075089306,3133.14042005718,3234.6163203452,1086.87251273851,2664.26619699022,204.419862804728,1149.37457026145,3314.53889105693,563.593359038701,22,110,"biotin biosynthesis II","biotin biosynthesis ii","Biosynthesis"
"PWY-8131",75.853764026134,0,4756.22614951839,174.463878669771,527.693413844771,1559.07386427194,110.062534834542,1010.42839867077,501.262195874462,0,172.46270812423,3036.03102401341,280.076087597231,202.7324289275,4645.86850877319,909.158898427713,2877.90670526484,852.258735547677,389.887963826053,0,1104.07236301063,4756.22614951839,514.477804859617,20,100,"5'-deoxyadenosine degradation II","5'-deoxyadenosine degradation ii","Degradation"
"P221-PWY",407.449381151982,49.8112212560445,876.195069820972,1698.7761329059,3426.30104608871,653.323244565681,234.911479261227,273.240456926726,1226.05374416488,831.374201277104,543.072000365297,4401.93914880422,1752.38148834864,193.74415911562,858.251408174792,454.946338176688,490.248811896076,398.974595226013,2329.5703370691,0,1055.02821322978,4401.93914880422,742.348722921392,22,110,"octane oxidation","octane oxidation","Other Metabolic Pathways"
"PWY-7383",242.256283504024,1446.52311350114,1976.51878415811,313.177589064085,3007.38970489519,696.65011164188,414.731800421585,524.313796592472,84.8129768019003,2660.46861594131,29.9314918834439,2042.70119764867,653.497960840279,321.465673823595,1638.65643514306,610.499112396758,3235.04201373692,133.944813246726,391.875453963631,0,1021.22284646024,3235.04201373692,631.998536618518,22,110,"anaerobic energy metabolism (invertebrates, cytosol)","anaerobic energy metabolism (invertebrates, cytosol)","Fermentation"
"PWY-7316",59.8767449650436,339.038270843318,30.7622268001583,41.9253166642896,151.586042798419,1093.17661908265,6057.21630623227,0,49.9455668882552,819.537517423229,33.9309916260652,2250.58559925009,1981.08144427209,0,105.564245999425,4073.83532247534,2382.82177458632,58.0863015253839,275.390992608713,270.549335442796,1003.74553097419,6057.21630623227,272.970164025754,21,105,"dTDP-N-acetylviosamine biosynthesis","dtdp-n-acetylviosamine biosynthesis","Biosynthesis"
"PWY-6185",171.966940869493,512.095167669596,1031.85830946142,158.403182911564,109.960808861329,311.748954484798,247.089926306878,0,531.46643232813,248.371606134151,2852.89069499662,1689.72453088877,239.263163014057,376.844920125738,1142.01739493319,2735.61560756556,5355.03865040493,638.269769707183,1495.39631164401,54.8024221730944,995.141239724026,5355.03865040493,521.780799998863,22,110,"4-methylcatechol degradation (ortho cleavage)","4-methylcatechol degradation (ortho cleavage)","Degradation"
"GALACTARDEG-PWY",78.3424149231714,33.2370035095331,1134.24122363928,156.901096097029,2596.29991579825,1537.75083557633,612.476375885934,448.964472733385,2148.36711859845,758.573879254944,131.691422621163,2400.28139204233,837.691051864441,441.880360491375,1118.24731308866,19.8968144814184,4686.29797178155,388.60876803995,77.5964390997232,252.072247067398,992.970905829715,4686.29797178155,685.525127570439,23,115,"D-galactarate degradation I","d-galactarate degradation i","Degradation"
"GLUCARGALACTSUPER-PWY",78.3424149231714,33.2370035095331,1134.24122363928,156.901096097029,2596.29991579825,1537.75083557633,612.476375885934,448.964472733385,2148.36711859845,758.573879254944,131.691422621163,2400.28139204233,837.691051864441,441.880360491375,1118.24731308866,19.8968144814184,4686.29797178155,388.60876803995,77.5964390997232,252.072247067398,992.970905829715,4686.29797178155,685.525127570439,23,115,"superpathway of D-glucarate and D-galactarate degradation","superpathway of d-glucarate and d-galactarate degradation","Degradation"
"PWY-6182",151.488156746185,410.242459462244,882.902532645869,110.047751102078,108.763824121554,296.659388496828,212.717846577134,241.321686856286,457.203227460398,202.172609074377,2536.24243301506,1518.2014675155,224.043874116519,341.587584528361,880.04675600023,2367.38082035728,6268.28474691768,695.651298597898,1348.44342557751,46.6478916261104,965.002489039755,6268.28474691768,433.722843461321,23,115,"superpathway of salicylate degradation","superpathway of salicylate degradation","Degradation"
"METH-ACETATE-PWY",5.70850647609459,202.724175025785,1553.58143503193,0,4471.53343320134,0,0,0,2435.37463765755,169.724860706874,1249.54989494504,1368.36485501965,1581.18779595109,125.233734563698,88.2007726306717,185.160337369787,34.5039662517545,3291.88461765776,2436.87117887177,36.7784983932223,961.819134987701,4471.53343320134,193.942256197786,19,95,"methanogenesis from acetate","methanogenesis from acetate","Other Metabolic Pathways"
"HEXITOLDEGSUPER-PWY",0,301.262550889708,859.874805776311,27.5371080128714,1602.9517684685,334.344003776195,634.050361369091,289.381793681517,3314.09523904178,321.331032563764,743.778366738531,2506.39504764446,4659.11050130484,484.315155782189,671.371952522496,408.63140180902,1428.99949045864,518.128168672682,18.6155638023104,0,956.208715615745,4659.11050130484,576.089265020887,21,105,"superpathway of hexitol degradation (bacteria)","superpathway of hexitol degradation (bacteria)","Degradation"
"PWY0-301",363.071307843897,34.4689041051685,128.327547497921,1651.43873514388,5800.96743336308,67.9119109298511,190.504609800867,26.6054163970792,1106.4422284715,273.517505874393,650.566743987098,1189.58620902357,4552.23853312294,285.430367541725,118.757068162867,292.712675650944,130.146554283792,368.702370136795,1137.5350526672,0,918.446558700228,5800.96743336308,327.89199174742,22,110,"L-ascorbate degradation I (bacterial, anaerobic)","l-ascorbate degradation i (bacterial, anaerobic)","Fermentation"
"URSIN-PWY",106.703815375687,587.259822066676,857.865616615814,49.3361354057644,0,2036.73076486572,260.204514271566,1381.57433776868,77.5851779632783,93.0216504053046,66.8999025760562,1355.69923914906,362.095755352725,447.374696040394,1059.87828191161,380.433966504261,8294.6320742925,453.190742526704,0,0,893.52432465459,8294.6320742925,413.904331272327,20,100,"ureide biosynthesis","ureide biosynthesis","Biosynthesis"
"CODH-PWY",5.20243089976215,180.444848752137,1412.46412670953,0,4103.60869816956,0,0,0,2277.07282960051,157.829602836909,1169.38619941448,1057.90271601281,1345.1275781002,114.631665948007,82.0193808494169,165.461298578369,31.949471278052,3029.32012278252,2210.60247607732,32.8479729342222,868.79357094719,4103.60869816956,172.953073665253,19,95,"reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)","reductive acetyl coenzyme a pathway i (homoacetogenic bacteria)","Other Metabolic Pathways"
"PWY-6478",50.1843489201461,70.1247074081761,396.418437118834,1741.22055642686,5038.82279214937,3.99863705869243,1671.69492764485,30.3033946526318,1630.7986844881,497.973696637398,519.836265745542,1484.95983879027,673.697792519429,108.036874848499,336.164936760832,417.129072787852,533.253415696268,658.118872836296,58.9858917151217,322.153886415622,812.19385153104,5038.82279214937,508.90498119147,23,115,"GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis","gdp-d-glycero-&alpha;-d-manno-heptose biosynthesis","Biosynthesis"
"PWY-7480",155.506310501467,498.213591530475,707.705625327901,129.045322114113,146.295266721461,100.992910918285,133.4983936843,0,649.555974276663,245.575699677277,1954.38964231355,254.762526836895,25.9647306430249,154.582622532988,1208.13549044544,3184.61920453605,4111.21410202643,345.43175760878,1736.46156967067,67.543346070609,790.474704371819,4111.21410202643,300.097142222837,22,110,"2,3-dihydroxybenzoate degradation","2,3-dihydroxybenzoate degradation","Degradation"
"PWY-6749",13.5934928542263,36.6906001174209,241.489210086005,1730.75417200364,6543.05397019144,23.9890956395584,0,0,1357.97109380459,228.092299234498,556.807081845645,331.574922060144,1893.30645465156,107.839495169376,233.041140134414,358.335628202128,479.306800345536,1081.62702837032,59.1291249704115,1.19995434451718,763.890078201271,6543.05397019144,286.532066073074,21,105,"CMP-legionaminate biosynthesis I","cmp-legionaminate biosynthesis i","Biosynthesis"
"PWY-5873",0,0,0,0,0,0,0,0,0,0,0,5474.86878933784,0,0,0,0,0,0,9489.19603392743,0,748.203241163263,9489.19603392743,0,4,20,"ubiquinol-7 biosynthesis (late decarboxylation)","ubiquinol-7 biosynthesis (late decarboxylation)","Biosynthesis"
"PWY-6922",207.522271813911,252.299703738882,1211.81885193943,134.982686752199,364.960570305603,1760.58966137343,105.289916649013,858.138065767915,443.112272286457,182.331795379713,257.912286161794,4216.57905270059,1312.05956065456,153.687359311506,1306.16138909309,186.968718288628,1078.85359680297,107.316794905222,588.249795343754,155.627865584643,744.223110742665,4216.57905270059,404.03642129603,23,115,"L-N&delta;-acetylornithine biosynthesis","l-n&delta;-acetylornithine biosynthesis","Biosynthesis"
"KETOGLUCONMET-PWY",43.9229102342239,57.6257981267659,233.657256549577,27.9581303939161,13.9942288066173,3064.29283482986,120.389874513198,1127.38420526052,175.021374285091,185.202310088908,174.337433744887,2370.23898658565,414.985311870923,15.3832925157466,300.743147581324,63.8381804282467,787.539940638033,100.977085135293,5417.48083646128,0,734.748656902503,5417.48083646128,180.111842186999,22,110,"ketogluconate metabolism","ketogluconate metabolism","Other Metabolic Pathways"
"FUCCAT-PWY",9.60189334602571,33.4782371031643,44.5420534440728,108.649056511608,2106.56936723082,0,248.214412600663,28.8969696969697,6977.12386249116,222.634927338696,147.026589056486,1201.38529819338,855.103843449009,63.1862579978026,619.941957918287,30.5495926754616,0,73.2825836344552,1635.38248688136,0,720.278469478471,6977.12386249116,127.837822784047,20,100,"fucose degradation","fucose degradation","Degradation"
